date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:08:26	11528/11528	---M--	200	added ('OK')	image/jpeg	etag:%222d08-479236715cee8%22	https://www.oocities.org/sutekkim/rps.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/rps.jpg	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:26	75321/75321	---M--	200	added ('OK')	image/jpeg	etag:%2212639-4792366ff39a8%22	https://www.oocities.org/sutekkim/capa.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/capa.jpg	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:26	7116/7116	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:07:25%20GMT	https://www.oocities.org/sutekkim/criticalreview.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/criticalreview.html	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:26	119659/119659	---M--	200	added ('OK')	application/pdf	etag:%221d36b-4792367173648%22	https://www.oocities.org/sutekkim/travelsinjapanandkorea.pdf	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/travelsinjapanandkorea.pdf	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:27	7100/7100	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:07:26%20GMT	https://www.oocities.org/sutekkim/magnum.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/magnum.html	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:30	232164/232164	---M--	200	added ('OK')	image/jpeg	etag:%2238ae4-4792366ff87c8%22	https://www.oocities.org/sutekkim/certificate.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/certificate.jpg	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:36	104462/104462	---M--	200	added ('OK')	image/jpeg	etag:%221980e-4792367165b88%22	https://www.oocities.org/sutekkim/sudo.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/sudo.jpg	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:37	97049/97049	---M--	200	added ('OK')	image/jpeg	etag:%2217b19-4792367191aa8%22	https://www.oocities.org/sutekkim/withsadler.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/withsadler.jpg	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:37	110576/110576	---M--	200	added ('OK')	image/jpeg	etag:%221aff0-4792366fc7895%22	https://www.oocities.org/sutekkim/atmarziart.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/atmarziart.jpg	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:41	150847/150847	---M--	200	added ('OK')	image/jpeg	etag:%2224d3f-47923671580c8%22	https://www.oocities.org/sutekkim/roleplay.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/roleplay.jpg	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:41	140407/140407	---M--	200	added ('OK')	image/jpeg	etag:%2222477-47923670e5ca8%22	https://www.oocities.org/sutekkim/melbourneoz.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/melbourneoz.jpg	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:44	103762/103762	---M--	200	added ('OK')	image/jpeg	etag:%2219552-47923671968c8%22	https://www.oocities.org/sutekkim/withtrishasam.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/withtrishasam.jpg	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:45	161456/161456	---M--	200	added ('OK')	image/jpeg	etag:%22276b0-4792366fbaf68%22	https://www.oocities.org/sutekkim/anoukvanessa.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/anoukvanessa.jpg	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:45	1695442/1695442	---M--	200	added ('OK')	image/jpeg	etag:%2219ded2-47923670246e8%22	https://www.oocities.org/sutekkim/julipress.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/julipress.jpg	(from https://www.oocities.org/sutekkim/aboutme.html)
12:08:49	139132/139132	---M--	200	added ('OK')	image/jpeg	etag:%2221f7c-4792367161d09%22	https://www.oocities.org/sutekkim/stpaulchurchlondon.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/stpaulchurchlondon.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:08:49	155464/155464	---M--	200	added ('OK')	image/jpeg	etag:%2225f48-4792367077708%22	https://www.oocities.org/sutekkim/kyotojapan.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/kyotojapan.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:08:50	173160/173160	---M--	200	added ('OK')	image/jpeg	etag:%222a468-4792367018b69%22	https://www.oocities.org/sutekkim/hauptbahnhofhamburg.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/hauptbahnhofhamburg.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:08:51	91909/91909	---M--	200	added ('OK')	image/jpeg	etag:%2216705-4792366feeb88%22	https://www.oocities.org/sutekkim/cambrige.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/cambrige.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:08:52	96646/96646	---M--	200	added ('OK')	image/jpeg	etag:%2217986-479236716f7c8%22	https://www.oocities.org/sutekkim/tokyo.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/tokyo.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:08:55	116895/116895	---M--	200	added ('OK')	image/jpeg	etag:%221c89f-479236707b588%22	https://www.oocities.org/sutekkim/kyoungjukorea.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/kyoungjukorea.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:08:55	148615/148615	---M--	200	added ('OK')	image/jpeg	etag:%2224487-47923670e0e88%22	https://www.oocities.org/sutekkim/melbourne.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/melbourne.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:08:56	124383/124383	---M--	200	added ('OK')	image/jpeg	etag:%221e5df-479236700fec8%22	https://www.oocities.org/sutekkim/flindersst.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/flindersst.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:08:59	123397/123397	---M--	200	added ('OK')	image/jpeg	etag:%221e205-479236716a9a8%22	https://www.oocities.org/sutekkim/sydney.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/sydney.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:09:00	113014/113014	---M--	200	added ('OK')	image/jpeg	etag:%221b976-47923670ca728%22	https://www.oocities.org/sutekkim/london.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/london.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:09:00	196268/196268	---M--	200	added ('OK')	image/jpeg	etag:%222feac-47923670f75e8%22	https://www.oocities.org/sutekkim/oldtemple.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/oldtemple.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:09:01	8238/8238	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:00%20GMT	https://www.oocities.org/sutekkim/pp003.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/pp003.html	(from https://www.oocities.org/sutekkim/pp002.html)
12:09:01	78853/78853	---M--	200	added ('OK')	image/jpeg	etag:%2213405-47923670ee948%22	https://www.oocities.org/sutekkim/nationalgalleryofvictoria.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/nationalgalleryofvictoria.jpg	(from https://www.oocities.org/sutekkim/contactme.html)
12:09:01	49247/49247	---M--	200	added ('OK')	image/jpeg	etag:%22c05f-479236710ece8%22	https://www.oocities.org/sutekkim/pp002.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/pp002.jpg	(from https://www.oocities.org/sutekkim/pp002.html)
12:09:02	8080/8080	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:01%20GMT	https://www.oocities.org/sutekkim/ld03.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ld03.html	(from https://www.oocities.org/sutekkim/ld02.html)
12:09:03	8086/8086	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:02%20GMT	https://www.oocities.org/sutekkim/ps003.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ps003.html	(from https://www.oocities.org/sutekkim/ps002.html)
12:09:03	80768/80768	---M--	200	added ('OK')	image/jpeg	etag:%2213b80-479236708de68%22	https://www.oocities.org/sutekkim/ld02.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ld02.jpg	(from https://www.oocities.org/sutekkim/ld02.html)
12:09:03	65277/65277	---M--	200	added ('OK')	image/jpeg	etag:%22fefd-4792366fd64e8%22	https://www.oocities.org/sutekkim/c002.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/c002.jpg	(from https://www.oocities.org/sutekkim/ps002.html)
12:09:04	8078/8078	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:02%20GMT	https://www.oocities.org/sutekkim/k03.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k03.html	(from https://www.oocities.org/sutekkim/k02.html)
12:09:04	31036/31036	---M--	200	added ('OK')	image/jpeg	etag:%22793c-4792367065dc8%22	https://www.oocities.org/sutekkim/k10.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k10.jpg	(from https://www.oocities.org/sutekkim/up02.html)
12:09:04	8079/8079	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:03%20GMT	https://www.oocities.org/sutekkim/up03.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/up03.html	(from https://www.oocities.org/sutekkim/up02.html)
12:09:05	109354/109354	---M--	200	added ('OK')	image/jpeg	etag:%221ab2a-4792367037f68%22	https://www.oocities.org/sutekkim/k02.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k02.jpg	(from https://www.oocities.org/sutekkim/k02.html)
12:09:09	206852/206852	---M--	200	added ('OK')	image/jpeg	etag:%2232804-47923670d81e8%22	https://www.oocities.org/sutekkim/magnumcertificate.jpg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/magnumcertificate.jpg	(from https://www.oocities.org/sutekkim/magnum.html)
12:09:14	651175/651175	---M--	200	added ('OK')	image/jpeg	etag:%229efa7-47923670fd3a9%22	https://www.oocities.org/sutekkim/oxfordgazette.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/oxfordgazette.jpg	(from https://www.oocities.org/sutekkim/criticalreview.html)
12:09:44	5399283/5399283	---M--	200	added ('OK')	application/pdf	etag:%225262f3-4792366fa7526%22	https://www.oocities.org/sutekkim/148_catalogue.pdf	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/148_catalogue.pdf	(from https://www.oocities.org/sutekkim/aboutme.html)
12:09:47	51424/51424	---M--	200	added ('OK')	image/jpeg	etag:%22c8e0-4792367117988%22	https://www.oocities.org/sutekkim/pp003.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/pp003.jpg	(from https://www.oocities.org/sutekkim/pp003.html)
12:09:50	8077/8077	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:48%20GMT	https://www.oocities.org/sutekkim/pp004.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/pp004.html	(from https://www.oocities.org/sutekkim/pp003.html)
12:09:50	33048/33048	---M--	200	added ('OK')	image/jpeg	etag:%228118-4792367096b08%22	https://www.oocities.org/sutekkim/ld03.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ld03.jpg	(from https://www.oocities.org/sutekkim/ld03.html)
12:09:50	8080/8080	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:49%20GMT	https://www.oocities.org/sutekkim/ld04.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ld04.html	(from https://www.oocities.org/sutekkim/ld03.html)
12:09:51	111932/111932	---M--	200	added ('OK')	image/jpeg	etag:%221b53c-4792366fdc2a8%22	https://www.oocities.org/sutekkim/c003.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/c003.jpg	(from https://www.oocities.org/sutekkim/ps003.html)
12:09:51	8086/8086	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:50%20GMT	https://www.oocities.org/sutekkim/ps004.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ps004.html	(from https://www.oocities.org/sutekkim/ps003.html)
12:09:51	78718/78718	---M--	200	added ('OK')	image/jpeg	etag:%221337e-4792367041ba8%22	https://www.oocities.org/sutekkim/k03.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k03.jpg	(from https://www.oocities.org/sutekkim/k03.html)
12:09:52	8078/8078	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:50%20GMT	https://www.oocities.org/sutekkim/k04.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k04.html	(from https://www.oocities.org/sutekkim/k03.html)
12:09:52	45466/45466	---M--	200	added ('OK')	image/jpeg	etag:%22b19a-4792367069c48%22	https://www.oocities.org/sutekkim/k11.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k11.jpg	(from https://www.oocities.org/sutekkim/up03.html)
12:09:52	8079/8079	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:51%20GMT	https://www.oocities.org/sutekkim/up04.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/up04.html	(from https://www.oocities.org/sutekkim/up03.html)
12:09:53	50792/50792	---M--	200	added ('OK')	image/jpeg	etag:%22c668-4792367120628%22	https://www.oocities.org/sutekkim/pp004.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/pp004.jpg	(from https://www.oocities.org/sutekkim/pp004.html)
12:09:53	8077/8077	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:52%20GMT	https://www.oocities.org/sutekkim/pp005.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/pp005.html	(from https://www.oocities.org/sutekkim/pp004.html)
12:09:53	52960/52960	---M--	200	added ('OK')	image/jpeg	etag:%22cee0-479236709f7a8%22	https://www.oocities.org/sutekkim/ld04.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ld04.jpg	(from https://www.oocities.org/sutekkim/ld04.html)
12:09:54	8080/8080	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:52%20GMT	https://www.oocities.org/sutekkim/ld05.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ld05.html	(from https://www.oocities.org/sutekkim/ld04.html)
12:09:54	71095/71095	---M--	200	added ('OK')	image/jpeg	etag:%22115b7-4792366fe10c8%22	https://www.oocities.org/sutekkim/c004.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/c004.jpg	(from https://www.oocities.org/sutekkim/ps004.html)
12:09:54	8086/8086	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:53%20GMT	https://www.oocities.org/sutekkim/ps005.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ps005.html	(from https://www.oocities.org/sutekkim/ps004.html)
12:09:55	8078/8078	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:54%20GMT	https://www.oocities.org/sutekkim/k05.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k05.html	(from https://www.oocities.org/sutekkim/k04.html)
12:09:55	115284/115284	---M--	200	added ('OK')	image/jpeg	etag:%221c254-479236704a848%22	https://www.oocities.org/sutekkim/k04.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k04.jpg	(from https://www.oocities.org/sutekkim/k04.html)
12:09:56	8079/8079	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:55%20GMT	https://www.oocities.org/sutekkim/up05.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/up05.html	(from https://www.oocities.org/sutekkim/up04.html)
12:09:56	43742/43742	---M--	200	added ('OK')	image/jpeg	etag:%22aade-479236706dac8%22	https://www.oocities.org/sutekkim/k12.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k12.jpg	(from https://www.oocities.org/sutekkim/up04.html)
12:09:56	32150/32150	---M--	200	added ('OK')	image/jpeg	etag:%227d96-4792367128328%22	https://www.oocities.org/sutekkim/pp005.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/pp005.jpg	(from https://www.oocities.org/sutekkim/pp005.html)
12:09:56	8077/8077	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:55%20GMT	https://www.oocities.org/sutekkim/pp006.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/pp006.html	(from https://www.oocities.org/sutekkim/pp005.html)
12:09:57	36148/36148	---M--	200	added ('OK')	image/jpeg	etag:%228d34-47923670a8448%22	https://www.oocities.org/sutekkim/ld05.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ld05.jpg	(from https://www.oocities.org/sutekkim/ld05.html)
12:09:57	8080/8080	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:56%20GMT	https://www.oocities.org/sutekkim/ld06.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ld06.html	(from https://www.oocities.org/sutekkim/ld05.html)
12:09:58	69911/69911	---M--	200	added ('OK')	image/jpeg	etag:%2211117-4792366fe5ee8%22	https://www.oocities.org/sutekkim/c005.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/c005.jpg	(from https://www.oocities.org/sutekkim/ps005.html)
12:09:58	8086/8086	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:57%20GMT	https://www.oocities.org/sutekkim/ps006.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/ps006.html	(from https://www.oocities.org/sutekkim/ps005.html)
12:09:58	78001/78001	---M--	200	added ('OK')	image/jpeg	etag:%22130b1-4792367054488%22	https://www.oocities.org/sutekkim/k05.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k05.jpg	(from https://www.oocities.org/sutekkim/k05.html)
12:09:58	8078/8078	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Aug%202025%2003:08:57%20GMT	https://www.oocities.org/sutekkim/k06.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k06.html	(from https://www.oocities.org/sutekkim/k05.html)
12:09:59	36607/36607	---M--	200	added ('OK')	image/jpeg	etag:%228eff-47923670728e8%22	https://www.oocities.org/sutekkim/k13.jpeg	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/k13.jpg	(from https://www.oocities.org/sutekkim/up05.html)
12:09:59	5413/5413	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Aug%202025%2003:08:58%20GMT	https://www.oocities.org/sutekkim/up06.html	C:/My%20Web%20Sites/Room73backup/www.oocities.org/sutekkim/up06.html	(from https://www.oocities.org/sutekkim/up05.html)
